,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_heartrate,max_heartrate,elev_high,elev_low,upload_id_str,average_cadence
10,2,Nike Run Club: Monday Morning Run,2347.7,917,917,8.0,Run,Run,,12007157788,2024-07-29T00:57:38Z,2024-07-29T10:57:38Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909526308998466, 151.1106789764017]","[-33.90748732723296, 151.11354533582926]",2.56,3.47,True,False,True,12800570830.0,e73862ee-084b-4b38-97cc-c1c3658cc400.fit,False,0,0,False,94091899,1,a12007157788,`d~mEgfiy[nAg@^UISQIi@qB_@w@KOQOOi@c@[ISCU\_AZg@ISQMKSSI{@QQIw@I{@?SFu@`@k@r@W`@Ul@Wb@Of@MPa@~@cArBGRm@nASj@Uf@]b@m@j@a@Xe@Ty@\kFhAQJc@L{@Zy@^y@Tq@b@e@RQLMPq@lAa@ZLWX_@HQZi@PQLMf@UbAo@z@OPOf@Ib@Ux@Wv@]f@I|@Sf@APEx@WNI,2,140.0,157.0,10.4,2.4,12800570830,81.3
11,2,Nike Run Club: Friday Afternoon Run,12924.3,5012,5020,79.0,Run,Run,,11983707124,2024-07-26T06:25:04Z,2024-07-26T16:25:04Z,(GMT+10:00) Australia/Sydney,36000.0,,,,47,1,1,1,0,False,False,False,False,everyone,False,g16756291,"[-33.85602738708258, 151.16113669238985]","[-33.855135049670935, 151.16237981244922]",2.579,4.068,True,False,True,12776108845.0,ae215a8c-c228-4b4b-a933-8eee07e8c002.fit,False,16,0,False,94091899,1,a11983707124,tysmEwpry[DpAOxA?nAGfAc@~Aq@dBMj@EfABV?tBHRNPz@FzHi@PFb@v@Hp@QrBHhAAZQl@}A|CIX?n@t@bC`@XlAPNF`@^Tf@ZvAh@nBVf@vCvCjAtA`@^~@bBXfA?VPfATtBK`G@XET?ZRhDTb@~@z@d@t@PPh@HjEwAhBkAXi@VeA|@yCVe@d@QpAUf@LNLRj@lAdF`A~BdArCDV@p@FXTf@P`Bj@hBh@lCt@jA?TMR?l@Dp@Nf@ZtAHn@JhAv@`D\bAxA~Ab@ThBz@tBt@h@JPCfAo@t@kAn@o@Se@QM[c@Ok@Se@_BgBs@qAMm@?YWaAWe@Oo@a@]UIQ@@UNGRk@OMCo@f@oB_@}@y@sCa@uBYkCIkCDcBTkCVyAz@uGr@iALM`CkAjAcALOGUBWVc@\]f@LfAUd@Nf@t@lAj@j@v@PHRDrAQb@Fd@Xd@HzBlAb@Nb@`@jA\NLHRd@PX`@b@\LNHl@b@VpCpApCD~Aj@`@Pr@h@P@f@PNH\b@j@JfBx@jB~@NLr@hAPNjAh@f@Db@OVA~@JRC^XPFzBAd@K\[A}AD[EeAHoCEiA?gAFyAwGIsABaFAaBC{@?UHQAQKWDQL}@VMN?X~A^hAd@DXQl@Wf@]~@QAc@So@c@u@Q]]c@Ug@Kq@[gCEc@IeDcBMOEm@_@Wg@o@g@QKUyAc@q@k@wCwA{Ac@i@@KSB[Z{@DYoAa@OQQKSAs@Wo@e@i@o@ISg@?c@USEOg@k@m@}DkA{@MaBGy@BiEA}@Eg@I[[w@a@SAu@]_Aw@SIg@Cc@U]a@c@y@a@}AQeACY@o@Fm@HUBWEWSk@e@QKQScAISu@wCSq@cAsB[eAe@qA@Yg@{@_@]eAm@][a@a@Ue@m@yCGo@JaBAq@MUSCg@Hi@Ma@eAIm@a@aAm@y@aAy@c@WeBIw@_@IY?WTm@d@QLQBWOKQBIVe@x@]|@wFvHqBnBeA|@gAt@MPs@j@GfA@r@KzCc@vAKl@y@hCA`DFp@JTPFh@DnACfD[OHuCVwAFg@GSKMSC}ETaAjAoDXwFBkAE[Ya@}@IU@QLe@DQKGSSBERY`@SEm@w@,2,149.8,167.0,35.4,1.6,12776108845,80.7
12,2,Nike Run Club: Hill Hillier Hilliest,1876.8,707,1549,128.0,Run,Run,,11975201999,2024-07-24T07:15:52Z,2024-07-24T17:15:52Z,(GMT+10:00) Australia/Sydney,36000.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90967106446624, 151.18183420971036]","[-33.90961708500981, 151.1856881249696]",2.655,4.934,True,False,True,12767276755.0,c4f93dfa-e9bc-45dd-90da-7fdcc0ca8c6c.fit,False,1,1,False,94091899,1,a11975201999,z_~mE}}vy[g@GS?QJgAlAiCRMQIs@AgAL{AGWSCe@QQ@MSGUCgAGWa@TBR?TJP@n@SA,2,138.3,165.0,29.2,11.6,12767276755,80.6
13,2,Nike Run Club: Monday Afternoon Run,6683.1,2703,2755,63.0,Run,Run,,11949021919,2024-07-22T05:04:49Z,2024-07-22T15:04:49Z,(GMT+10:00) Australia/Sydney,36000.0,,,,9,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.80873182788491, 150.9929532185197]","[-33.81377723067999, 150.99672256037593]",2.472,3.426,True,False,True,12740174961.0,ee73f06d-9268-48e0-a7ed-d2fd84cb4997.fit,False,3,0,False,94091899,1,a11949021919,dljmEc|qx[REr@cARi@Jk@Cm@MWMKISGo@e@YSGg@Gi@Ky@U_@SOOgAa@QK[_@}@a@SCe@O{@QQIU@SGo@c@w@_@SCyAq@QAaCmAw@Yq@c@KQQk@?o@Lm@Za@PKlAC|@HlAZb@RPGCYGUBGYe@A[NcAFk@FUNSl@s@^YRINHX^Ph@`@z@X~@LP`@Jb@t@HTZNlATR?~Ai@v@Iz@Dd@Pf@FPNHRJLPLPF~@`ATbAPHR@f@Nt@`@RFFWDs@FWh@qATc@LOtA}@v@]bACP@h@JPHl@h@NPNj@Jn@JzAARDn@@l@Et@Kp@q@jBKT]f@uCbC_@\[b@S@QJw@LOFaABQB{@@AUPIb@YHQg@HU?{@EiAOQ?e@Mo@_@SIUEa@MsAWq@e@SISE{@_@MQa@[c@USA}Aa@SMSFa@UOEs@a@e@Ig@SOMSEa@Ww@[qCsAm@g@Qg@GWDq@DSLU`@Yf@Ef@?d@@v@Lv@VNHPBJQIUKSMo@@URqBFSPOb@u@r@k@PHV`@j@rAXf@Z`AR?PHb@x@HTb@PpAP`@Wx@Ud@GRGf@A|@Zv@NLIDWJiAHSNKTCRBx@?TCPINU@U?_BFiANQDWQ@TCh@FtBb@x@Hd@Nh@BRFLN^TBn@CVC|APh@\`@d@P\Z`@r@ThAFbBAVLp@AVM~@Gn@MVCTITWh@Yf@[`@wBfBSLQBMUCm@EUMQIW@WFSHiAJWLQLSJiAJULeAH_BB[FyCBUPQPBd@BPHd@\Z`@JTDRP|A,2,137.3,156.0,30.6,7.0,12740174961,80.3
14,2,Nike Run Club: Monday Afternoon Run,1446.6,589,751,7.0,Run,Run,,11949021729,2024-07-22T04:51:58Z,2024-07-22T14:51:58Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.81361068226397, 150.99688374437392]","[-33.808465702459216, 150.99310317076743]",2.456,3.218,True,False,True,12740174800.0,788fa3b1-9a05-485c-ae15-c2074187098e.fit,False,0,0,False,94091899,1,a11949021729,fyjmEsbrx[QJgCJgBMw@Og@MaDwAsAw@mBy@yAu@g@QcAg@OOgAg@SGQAe@Bw@XMRGTa@x@e@nAe@v@HVNHLTNHf@FbAn@v@T,2,125.9,138.0,31.4,14.8,12740174800,79.8
15,2,"Nike Run Club: Run
 Fast.
 Repeat.",2596.0,901,2141,35.0,Run,Run,,11939118168,2024-07-20T03:25:59Z,2024-07-20T13:25:59Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90968631953001, 151.11035468056798]","[-33.91392555087805, 151.11487512476742]",2.881,6.152,True,False,True,12729844583.0,262951ea-7d88-4ec4-bbbf-b7e21d42ab99.fit,False,0,1,False,94091899,1,a11939118168,dc~mEyeiy[f@SNOv@Wb@YSEMMu@cCMOUe@MSUg@]YMSCW^_AVg@NOTEHUZ_@JSzBkDnAsANU`DuCX]FYZi@z@eAtBoDLKNUHS\gA?a@Gs@OcGQm@EUa@k@ISI[Eu@rA}EA_@p@_EPmF\wBXoAAWF[vAoEZc@HUD[?o@TkAG_FIy@m@}BMQUCoCaEc@]QSWGm@?QIIYHWdDg@z@`ATN|@~@|BpDZzAHVNRV~@hAnE@Zi@tDETkB`EMRi@^MVKZSfAW`GQbAMlBJVKr@OfFEVUTH`DLRPFM|ET~@FTMtEMzAwAfFe@t@ON,2,144.3,163.0,12.2,1.8,12729844583,78.1
16,2,Nike Run Club: Wednesday Evening Run,2274.1,894,908,23.0,Run,Run,,11915099252,2024-07-17T07:15:02Z,2024-07-17T17:15:02Z,(GMT+10:00) Australia/Sydney,36000.0,,,,4,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.89131100848317, 151.20219410397112]","[-33.88943170197308, 151.20455109514296]",2.544,6.106,True,False,True,12704882328.0,bc7b9718-0cfd-4537-8ead-81b69c2da5aa.fit,False,2,0,False,94091899,1,a11915099252,|}ymE}xzy[a@WUo@OMeAuA{@y@IQ_@YWi@[]KQIWKUSQKQCWe@q@MMWGSAUGo@i@s@oAEo@HSbAl@RHd@DPHNPLNCxABVz@`ARDz@Ih@Uj@m@HSNQRDn@p@PJd@JPJBXCVJjACp@Gp@?fA@p@CT?p@OLy@cAIQ[]OIMSoAqAw@iAKQGYWc@Uk@][SKIUQIe@M_Aq@g@s@AWEUAUFWNJNP`@Rd@PRI@WPIvA?RDLL,2,125.8,134.0,35.6,26.4,12704882328,79.8
17,2,Happy Birthday Brian,10018.2,3758,3796,69.0,Run,Run,0.0,11874602376,2024-07-13T04:44:37Z,2024-07-13T14:44:37Z,(GMT+10:00) Australia/Sydney,36000.0,,,,10,2,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90972378663719, 151.11036918126047]","[-33.90962613746524, 151.110307155177]",2.666,4.214,True,False,True,12662938905.0,c8e6407f-5192-4c81-ad46-72d29f3b7bf8.fit,False,6,0,False,94091899,1,a11874602376,vc~mEcfiy[d@WjAg@LMSCOKIU_@{AIUc@y@OOOi@e@YGUEUXg@HUVe@EWMQOMUEMOQB{@We@E{@@c@LOLc@Ts@`AQf@o@lA_@bAeBrDITU`@_@~@s@jAc@XMNQFgB~@e@NS@aB\g@HgDhAc@VU@QFgB`A_@Xo@jAORu@f@OPYd@q@hBEVITcA|BIRCVKRQFS?c@IKRCVQJQGk@?u@Ts@h@Hl@Ph@l@GP@|@L~@RNH^`@Lh@BXAp@Bp@Ar@HV?r@Dn@?j@NfALj@Z`ARp@Td@f@z@f@n@HRNPHRJj@Dl@LdA?VGTi@t@Gl@ITu@`@IPMj@Cl@RfAFT@RG^NHFVRARFNNvAzCj@rALh@Dr@?TIxAMl@GPc@`Ai@x@g@rA}@~A_@|@Oh@KNm@l@SESBQHJRFRLPJr@B|AT~A@VCXY\QJMPETk@hAu@hB{@tCMN@ZCXYb@Uj@]`@IRAXMTy@VaBHUDm@j@MROHe@v@GVETAl@Gl@On@a@tAMP[XKPaA|@c@\QCOLY`@m@l@KPGVAn@On@CTFtCBVJRNRFPt@nALn@MSg@oA_@]Yg@Mi@CeADcBBYLi@Do@FSPONKHQ^]LSRKR@NONIj@w@n@i@JOJWFWNSf@_EDWVg@l@k@LQ^_@f@Cb@BRGLKRBb@QNKFWDWJUPOl@oAFWAYVc@Nm@\aARe@Pm@^y@`@w@FYLU\YLQAk@WaB?yACWCW[c@AUPSPCT@Vc@PMJSZ_AbAoB~@{Bp@oA^eADUFgAAeAEUWc@[{@mAkCMOMMc@GQKBUQGDS?WYyA?YLeAFUPOb@QJQHWBYZe@To@?WY_BEu@ISqAeBWc@KSe@wAKSQo@YaB@q@CW@u@Ko@Bq@Eq@BYEq@Um@_@]cB]gAEODOOWeAHSr@i@h@IRKh@HTKLURKT@RAPIHOBWRm@v@aB^uA^}@NSJU\a@PKh@q@v@iAjCyAR?PCPQb@MPKhDcA~@Qz@GPIzAo@\[p@i@l@u@Te@Ri@v@uAFUh@sAv@eBXg@Pi@LORe@Ve@LO`@Wv@_@d@KjAHRF^TRMPFHRRLRHJV?ZOLKPe@|@Nl@VBPRFVHRNPFRZd@V~@BXLf@d@Rs@`@gAd@e@X,2,148.3,179.0,14.4,1.8,12662938905,81.1
18,2,Nike Run Club: Tempo with Emily Infeld,5188.6,1921,1986,24.0,Run,Run,,11850255709,2024-07-09T23:28:18Z,2024-07-10T09:28:18Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90966729260981, 151.11043967306614]","[-33.90983568504453, 151.11043933779]",2.701,4.072,True,False,True,12637732467.0,d2881681-874f-4113-ae27-c0799638d7fa.fit,False,0,1,False,94091899,1,a11850255709,pc~mEseiy[LQ`@SfAg@NOUEQKo@_Cc@}@OOQi@a@WISEUh@sANOAUaAo@w@Ue@IqA?y@T_@T]`@Yd@sClGGTWf@a@dAMNy@hB]^wAfASJc@Nc@T}@Pc@FcDx@_Bl@c@Re@Jc@XSDc@Ta@Xg@p@Ud@cA~@]^}@tBKl@iAlCOn@SJQ?g@CKPqAKQKSo@?kAF}AD}BHeAFo@NKR@TEh@FT?pCT`AAd@NTB@XSFu@hAg@tAOp@Sj@[f@[~@EXMRQFi@GU@ONQGg@EUGOk@Iu@NoFLyBJQ|@?|BJTg@DUAq@Do@LUAUDWDyBTCP@TFh@FT?hBHDWfAl@Jl@JRv@XTBDRTAv@]lA_@lAe@tASRGd@ClAe@`@[d@Wp@m@Ze@`@{@Xi@Pi@Xo@vBkERk@d@{@HUXe@^c@PIx@UTEtAJb@TT@h@NJP^^MXMLc@`AFl@f@XJRHVr@pA^|ARl@T@GTyAx@,2,145.0,152.0,12.4,2.0,12637732467,81.3
19,2,Nike Run Club: Monday Morning Run,5650.0,2396,2403,33.0,Run,Run,,11834240577,2024-07-08T00:25:15Z,2024-07-08T10:25:15Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90969319269061, 151.11041150987148]","[-33.90972085297108, 151.11034931614995]",2.358,3.24,True,False,True,12621219887.0,2006ca57-da6c-40df-87a5-c76ad9d1a1d5.fit,False,0,0,False,94091899,1,a11834240577,dc~mE{eiy[PE`@Wz@[`@WWEKOIS_@yAIUa@y@OMSo@SIMKGWCWj@oANQ]e@a@_@SCS@QKSGi@CS?UCi@DUFeAx@e@z@Y`@g@rAc@|@s@dBMP]z@a@r@GVc@z@i@r@_@\u@b@QLkAd@kCd@i@La@R}@RiAd@KNy@PgAh@e@NQLg@t@ITY^_@\SJg@n@q@fBMl@eAhCY~@OHU?UEQCGRAXUBy@EQHQBSFu@d@?ZXx@z@@`AJ|@PRFNLJTTn@A|B@n@Jl@Cl@DVAXBp@Nl@Lp@l@fBFVXh@x@fAf@v@Pf@J|AGUY_Be@w@i@s@We@Wi@y@_C]sBBq@EW?q@KeABq@CWBs@CUGWYg@QOSGmAUi@Ei@@UECUSg@CWl@o@PIPAd@Mx@HNMNe@|@DNOLm@\_A`@y@Ri@BU^cA`@_A`AcANKn@cAn@m@REtA}@d@C^Yh@Gt@[z@Ub@Ux@SbBSRElAg@r@e@NM^_@|@_BLOj@qARm@`@w@Pk@Xi@\y@Vg@FUf@}@HSJOj@k@z@YRCf@?f@DlBh@RJ`@`@EVg@v@Ud@DXJTRDRLNl@NPj@jAb@lBPPR@a@^a@Tg@POL,2,144.0,170.0,11.4,2.2,12621219887,81.4
20,2,Nike Run Club: The Rundown,4133.4,1379,2300,44.0,Run,Run,,11810691426,2024-07-04T05:51:32Z,2024-07-04T15:51:32Z,(GMT+10:00) Australia/Sydney,36000.0,,,,3,2,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.799795377999544, 151.1844039335847]","[-33.80057900212705, 151.18221139535308]",2.997,5.228,True,False,True,12596824710.0,f55ece12-7b31-4e3a-bb4e-086ee3800ebc.fit,False,1,1,False,94091899,1,a11810691426,hrhmEy_wy[PdAV`ABVKPAVKLe@SSEe@?{@LQFOPIPKj@?VHl@`@r@NLP@NFT?j@DJRGl@HTSDUCS?TERAPF,2,142.4,166.0,99.6,92.2,12596824710,81.4
21,2,Nike Run Club: Tuesday Evening Run,2041.2,902,965,16.0,Run,Run,,11787858041,2024-07-02T07:17:08Z,2024-07-02T17:17:08Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90968087129295, 151.1102979350835]","[-33.909777933731675, 151.10914609394968]",2.263,3.214,True,False,True,12573307467.0,c742ade8-3ddd-4ced-88cd-4094526f61d1.fit,False,0,0,False,94091899,1,a11787858041,|b~mEqeiy[v@a@d@Q`@SfAq@PBPKv@fB?TDVRl@DTMLUFa@\w@b@c@Tc@NNNhAe@\Yb@ULPLPb@xAp@hB\|Aj@hBAZDVPJX~@JNTbAMNSHw@b@e@Pq@\e@Pq@d@g@LU?CTS?w@f@gAj@uB|@KUOgA,2,154.3,175.0,19.8,2.0,12573307467,78.2
22,2,Nike Run Club: Sunday Afternoon Run,8023.6,3074,3077,55.0,Run,Run,,11771928621,2024-06-30T04:08:45Z,2024-06-30T14:08:45Z,(GMT+10:00) Australia/Sydney,36000.0,,,,8,2,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909586323425174, 151.1103135254234]","[-33.909624544903636, 151.11031335778534]",2.61,4.054,True,False,True,12556849407.0,5d599bde-ee7e-4626-a8fc-e617e3aa3299.fit,False,2,0,False,94091899,1,a11771928621,~b~mEseiy[hAo@RGr@_@]YGUQi@Mo@m@kAOQQi@a@UKSEUj@sALQFWSCMOg@QOISCOMSGi@Ig@?UB{@XaA|@qBjEYf@Qh@yB|EWd@k@p@_@ZSHq@d@{Aj@g@FuBh@w@PmBp@w@\e@Lc@RiAr@[^g@|@]\_@Ve@p@m@vAU~@Uf@c@x@g@xAMLS@UEU?Cl@uAC{@Xs@h@ZdARLREj@BdBZd@TZf@Jl@?l@CVBTCn@Hl@?p@Dj@An@DXRbA|@rCl@jAj@r@d@z@Nj@HfAJl@ATEVi@r@Gn@KRMPg@TITKl@Cr@FRBVLh@Cr@NJFPRARFNJfCxFFTBT?dAIdB}@zBKN}AdDc@v@i@pAg@p@IRSCSAUFOJNN@TR@Rj@Bl@Cr@@XVzA?ZSf@QFOPIRGXMPm@jAOj@Jm@v@_BPk@n@o@DWAYW{ACWBm@AYIo@IUSC?WKQh@Mf@CFU\e@Pg@LOJUHUrAsC^aAl@iA^aAJcB@u@AYWe@Sm@a@}@y@_BMSOMSCQEUcAAWGSOeA?]DYLk@HWv@a@FQHm@PKLOHUFW@UMm@OyAGUKUqAcBs@eBm@iBY_BAUBYC[@o@C[GY?mACY@q@AUIUWa@OMQIoB]m@?SBMQU}@FU~@w@h@InALFUAURKPBR?REJSF[HU~@yBT_At@gBj@u@lAmATg@^_@b@ONK`@SNMRIR@PCNO|By@PCv@]lAYd@ETBd@Mz@]REb@U^[f@o@Xa@Tm@LQHWl@mA\}@lBcE\}@JOVg@n@o@hAg@f@ERFT@f@FPNf@NRHl@f@?VU`@a@z@DZHRRDPNNj@LNn@lALl@V|@NLRFcAr@y@^SL,2,146.1,166.0,11.4,0.8,12556849407,81.8
23,2,W4D4: Triple 7's,4848.1,1560,1954,30.0,Run,Run,0.0,11749754680,2024-06-27T06:23:03Z,2024-06-27T16:23:03Z,(GMT+10:00) Australia/Sydney,36000.0,,,,7,2,1,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90971850603819, 151.11035191453993]","[-33.906661961227655, 151.11234948970377]",3.108,4.918,True,False,True,12533949117.0,6214a688-ea85-4d80-9539-502bee45a620.fit,False,5,1,False,94091899,1,a11749754680,rc~mE_fiy[r@c@PEt@]KOOIKUg@oBe@{@MOOi@c@UIUCWHU`@{@LOCUOQ{D_AU?SFUBUJyAxAa@|@GTe@x@kB`EIXm@rAKPGTIPu@`Au@n@iAj@}@XUBi@Lk@FaAT_DhAe@Ti@Jw@\y@d@c@`@a@z@_A|@m@t@a@`ASl@Kj@q@nAk@lBUHSEe@AKXFZwAM}@\nFhLFVAp@Fp@At@d@`CPh@\x@b@r@DR`@Zn@jAHV^hC?ZQl@]^Kt@KTy@d@Ml@Ij@Hp@P`A?TDX\ZRDNJZh@l@tA`@x@d@nADR?t@ClAEn@Y`AQCKQPBREAUFULm@BgBEq@Yg@Qo@KSu@uAUm@MSSIg@MCWOWB[CUv@_RKSa@a@Wg@Sk@MUq@_CUgAAUBo@E[@o@Ii@CYBuBIk@IWY_@QIw@S}@MWCg@FOIYkALS`@c@RKd@GPGh@HT@JWDWPARBVAPMLo@JULS\_ALQJYDWl@iBd@w@p@k@Z]d@u@NQRQb@UTIp@c@j@KPGNOTCf@UpAe@,2,160.3,182.0,10.4,2.0,12533949117,82.1
24,2,W4D3: 30 min recovery,4509.1,1803,1924,29.0,Run,Run,0.0,11724845302,2024-06-24T04:29:20Z,2024-06-24T14:29:20Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,1,1,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909535109996796, 151.1104731168598]","[-33.90987248159945, 151.11046406440437]",2.501,3.456,True,False,True,12508456867.0,980698e9-ef88-4e99-a96d-369c1a469056.fit,False,0,0,False,94091899,1,a11724845302,fc~mEweiy[r@a@|As@g@[g@oBc@{@[c@Um@QIQMCWHWHWh@mAQGOQS?OSOGWCc@UqAGSBu@TQHc@Zg@v@c@z@GT_@z@KNg@pAcAvBMPcA|BKT}@~@]Xe@VeAb@g@LsDt@a@PkA\g@RQBKQSKc@GE`@OB@TYf@u@b@_@`@Wh@[^]ZSJOPa@t@i@tAMr@KRMNGTWf@Sf@Mn@SJS@e@CML?VQJ}@Gw@Ra@`@QH@XX|@h@EjALz@LPHPNXb@Nf@@`DBX@fADTCV@l@Pf@RdAn@pBTh@PLv@a@PMRDR@f@P`BXPFd@JLORKRHP@|BGlABf@ERDPAXGTBrACd@HRc@P?JPNFT@~AEx@@PAPGTARBv@IPEf@@d@Fb@Kf@FPCb@_@t@HRAPILQx@GT?NILo@IYIo@GSIo@[kDAWGSCWJUPCOgAQyB]_DWgDEU,2,148.4,164.0,27.2,2.4,12508456867,79.9
25,2,W4D2: Hill Sprints,1458.0,617,1288,116.0,Run,Run,0.0,11708453269,2024-06-22T01:36:18Z,2024-06-22T11:36:18Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.925215136259794, 151.15123825147748]","[-33.92564437352121, 151.14883130416274]",2.363,3.654,True,False,True,12491523473.0,06944274-8953-4dca-9bc0-7846900620c2.fit,False,0,0,False,94091899,1,a11708453269,taanE_opy[DXFhADRdCQSDeBJQEGiAGo@QaA[sAcB_KDh@,2,89.3,122.0,19.0,1.6,12491523473,80.1
26,2,W4D1: 15 min recovery,2161.2,902,910,14.0,Run,Run,0.0,11685479858,2024-06-19T00:04:38Z,2024-06-19T10:04:38Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.9095900952816, 151.11027530394495]","[-33.90058566816151, 151.10905079171062]",2.396,3.675,True,False,True,12467872689.0,34cee801-d2b4-4852-b0a5-54dafbd060e3.fit,False,0,0,False,94091899,1,a11685479858,rb~mEkeiy[tCyALMQESKg@qBa@y@MQ]y@e@WGW@Wj@mANSq@s@QIi@IOIUGmAGUBSHc@H_@Ri@l@OTc@~@GT_@|@eAvBWd@Sh@c@z@GT_@x@Yf@m@r@gAv@{@^g@Ng@DmCn@_Bj@QBeAf@w@TgAf@e@XuAfB[\a@\Y`@Yj@,2,145.3,152.0,11.8,3.8,12467872689,78.9
27,2,W3D5: 10km run,10022.8,4047,4047,79.0,Run,Run,0.0,11670411659,2024-06-17T03:18:02Z,2024-06-17T13:18:02Z,(GMT+10:00) Australia/Sydney,36000.0,,,,4,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909644996747375, 151.1104852706194]","[-33.90951004810631, 151.11104350537062]",2.477,4.676,True,False,True,12452386203.0,d64929a4-fdaa-492d-9a24-da029e0e3cba.fit,False,0,0,False,94091899,1,a11670411659,hc~mE}eiy[b@Sb@WTEb@QLQSEQOISEWIQE[Uk@s@kAGWKOc@_@EWFU\{@Xe@SEe@s@i@@s@[uAI}@Te@Zg@n@KPGRs@rAGTe@x@_A|BcArBGTk@jAk@r@_@\iB~@y@RS@k@LeEhAy@Zc@VmA^}Az@ONq@lA_@V{@~@s@`BOl@Sj@Wb@Wl@Sh@Kj@MJUDg@CQH?XOLaAIiAd@_@XJn@Ph@v@ClALz@RRL`@r@DT?T?r@@`BJj@En@DV@fAf@tBz@fCXb@h@r@n@hAFTDp@NfA?j@ERk@t@AVCTMVu@`@Mn@Il@BXTbA@ZCVPh@PHR?PHfBrDRj@Tf@FV?p@Ap@En@?X]z@ETSf@k@v@Qh@{ArCe@nAIPMNQJGVSAi@DQLNNFTPBHVFl@@fAXzBCXETa@XOPQh@MRw@dB_@tAg@rAOLGV?n@m@nAe@t@AVKT_@T}@LSJUEi@@c@\e@v@]XOTGTCl@QzAOj@[`Am@v@o@h@OTa@^S?QFKN]\m@r@QdA?XKj@Gl@DfBNj@f@x@h@r@HTJ~@Pn@_@}@Mo@Wg@k@u@KWKQGW@o@CUByBFUJeAHWJQ~@u@Zc@RAb@[hBwBPk@JONm@JgANo@Dk@Rg@NQNK`AeATEf@ARGR?TIf@GPKJQJq@Za@^_AHU?UFSVe@ZiA^{@D[HQ^{@d@y@DYLSPKLQHUBUCWW}AAU?eACWGWQIEUKSNMh@MP?f@w@FSb@y@Vi@Ze@Ni@Vc@h@wAn@mAV_AJmAE_BWg@_@cAuAoCMOQGSAOM?Ye@qCBs@T}@LM`@QNQFS?Wf@u@HSDSAWOk@Q_BUi@iAyAWg@s@qB_@{AKo@AW@m@EW@k@Im@@cCGo@GSYc@a@Wy@Sw@KSAg@HUg@Om@FSZ_@b@Ov@O|@JPGUEN[PIb@DPELMBWZ}@n@kA\}AVg@HWTe@^e@`@]\a@x@mA^YlB{@VA`@YrCy@p@]xCa@~Ak@bAs@j@o@fAsB`AyB^_ADUl@gAf@sAn@oAf@s@^Ux@WPAnADv@ZPDT?TLl@l@GVOLo@pATd@RFNLPl@n@lAFVj@jBPHCTs@d@,2,158.4,175.0,13.8,3.0,12452386203,81.1
